persons_id,surname,first_name,prefix,maiden_name,suffix,title,dates,description,biography
114,Barter, Elspeth Catherine, , (Moberly), , , (11 Feb 1843- 27 March 1938), daughter of the Rt. Rev. George Moberly," She married  (10 Sept 1863) the Rev. Henry Barter (1835/6-1901), from 1868 Vicar of Shipton-under-Wychwood. Referred to as Kitty Barter, she is not to be confused with Kate Barter, her sister-in-law, or with her husband’s cousin Katharine Mary (Barter) Wordsworth (d.1897). [<i>Dulce Domum</i>]"
115,Barter, Henry, The Rev., , , , (1835/6-24 May 1901), Vicar of Shipton-under-Wychwood," He married (10 Sept 1863) Elspeth Catherine Moberly, known as Kitty Barter;  he also had a sister Kate Barter who ran a school in Shipton.  Son of the Rev. Charles Barter, Vicar of Sarsden, he was educated at Eton and Merton College Oxford, and became Vicar of Shipton-under-Wychwood in 1868. [Eton Register; <i>Alumni Oxonienses</i>]"
116,Barter,Catherine, , , , ,(b.1818/9),traveller and schoolmistress,"The daughter of the Rev. Charles Barter, Rector of Sarsden, and niece of the Rev. Robert Speckott Barter, she seems to have lived near her brother the Rev. Henry Barter, Vicar of Shipton-under-Wychwood, and run (in 1871) a small school, whose pupils included a South African ward named Salome Melango. CMY calls her ‘Kate Barter’ and refers to her ‘young Zulus’.  She is not to be confused with her sister-in-law Elspeth Catherine ‘Kitty’ (Moberly) Barter, or with her first cousin Katherine Mary (Barter) Wordsworth.  She was the author of an anonymous travel book <i>Alone among the Zulus: The narrative of a journey through the Zulu country, South Africa. By a plain woman</i> (London: SPCK 1866) and has an entry in S. O. Spencer, <i>British settlers in Natal, 1824-1857: A Biographical Register</i> (2001). She was born at Broadstone, Oxfordshire."
117,Barter,Katharine,, , , , (1755/6-20 January 1850), mother of the Rev. Robert Speckott Barter,"Widow of the Rev. Charles Barter, Vicar of Cornworthy.  Her death reported in the <i>Morning Post</i> (26 January 1850)."
118,Barter, Robert Speckott, The Rev., , , ,  (1790-8 Feb 1861), Warden of Winchester College," A much-loved figure. [Wainewright, <i>Winchester College</i>]"
119,Bastard, Edmund Rodney Pollexfen, , , , , (1825-1856)," landowner, Catholic convert"," Eldest son of Edmund Rodney Pollexfen Bastard (1784-1838) of Kitley, very near Puslinch, he converted to Rome and married (1853) Florence Mary Scrope (d. 1871) [LG 1952)"
120,Bastard, Baldwin John Pollexfen, , , , , (1830-1905),  ,He succeeded his brother Edmund Bastard in the Kitley estates. 
121,Barrett Lennard, Anna Meredith, , (Harris), , ,  (1847/8-1940), teacher and writer," Daughter of Chaplin Aaron Harris of Evergreen, Baltimore USA she married (4 Dec 1873), as his second wife, Charles Edward Barrett Lennard (1835-July 1874). Evidently a novelist who lived in Germany, and a moaner. Fiction exists published by Mrs Charles Edward Barrett Lennard. The identification of CMY’s correspondent with this person seems likely but cannot be certain.[PB 1914; 1881, 1901 London census]"
122,Battenberg,Alexander,Prince, of,,,(1886-1960), Marquis of Carisbrooke, 
123,Battenberg,Leopold Henry,Prince,of,, ,(1889–1922), , 
124,Battenberg,Maurice,Prince,of,, ,(1891-1914), , 
125,Batty, Beatrice Braithwaite, , (Stebbing), , , (1833-1893), contributor to <i>MP</i>," Daughter of the Rev. Henry Stebbing, her marriage (24 July 1860) to the Rev. Robert Braithwaite Batty, elder son of the late Lieut-Col Robert Batty, Grenadier Guards, was announced in <i>The Times</i> (26 July 1860).  She appears to have been sister-in-law to Johanna Batty.  According to her obituary <i>The Times</i> (2 May 1933) her husband went as a missionary to India and died almost immediately. Some autobiographical and other MSS of hers are in the Bodleian Library, Oxford."
126,Batty, Johanna, , , , , (1830/1-1894)," contributor to <i>MP</i> as Ivanovna (1862-91), social worker and writer"," She lived with her mother (born in South Africa, daughter of Sir John Barrow Bt., 1764-1848, the geographer) and sister at 140 Hampstead Road in London.  She collaborated with CMY on a guide to charities of England but it is not clear whether it was published [1851, 1881 census].  "
127,Bayley, Ebba, , , , , (b. 1845/6), member of the Gosling Society," Daughter of William Rutter Bayley (1813/4-1879), J.P. of Cotford House, Sidbury, Sidmouth, she was  a Gosling as ‘Hoopoe’ [Devon 1851 census;  PO Devon 1873, Alumni Oxonienses; his will, he left 70,000]"
128,Beale, Dorothea, , , , , (1831-1906)," headmistress of Cheltenham Ladies College, contributor to <i>MP</i> (1882)",
129,Lygon, Frederick, , , , 6th Earl Beauchamp, (1830-1891), landowner,"  He succeeded his brother in 1866 and married, first (18 Feb 1868), Lady Mary Catherine Stanhope (d. 30 June 1876), and, secondly (24 Sept 1878), Lady Emily A C Pierrepoint (d. 1935)."
130,Beck, Caroline Jeannette (or Janetta), ,  (Bignell), , ,  (Launceston 1819/20-1891), stepmother of Gertrude Walter and Frances (Walter) Yonge,"  She married first (1853) Lieut-Colonel Edward Walter (1804-10 Dec 1862),  and secondly (1867), the Rev. James Beck (b.1819/20), Rector of Parham and then of Bildeston. "
131,Beck, Edward Josselyn, The Rev., , , , (b.1832)," contributor to <i>MP</i> (1869), Rector of St. Mary Rotherhithe", 
132,Beck, James, The Rev., , , , (b. Bengal 1819/20)," husband of Gertrude Walter’s stepmother, Rector of Parham, Sussex, and then of Bildeston, Suffolk","  He became in 1871 Rector of Parham transferring by 1881 to of Bildeston, Suffolk, and serving as Rural Dean of Suffolk.  He married (1867)  Gertrude Walter’s stepmother Caroline Jeannette (Bignell) Walter."
133,Belfield, Florence,, , , , (b.1848/9), owner of gloves associated with Charles I,"  Her address is given as Malmain, French hay, Bristol, where she is found in the 1891 census as the French-born wife of William Belfield, J.P.."
134,Bell,Margaret Alexis, , , , , (1818-1889), friend of Ruskin and headmistress of Winnington Hall School,See <i>The Winnington Letters: John Ruskin\'s Correspondence with Margaret Alexis Bell</i> (1969).
135,Bell, Nancy, , , , , ," writer on art and travel as N. DAnvers, contributor to <i>MP</i> (1883)", 
136,Bellairs, Nona Maria Stevenson, ,  , , , (1823/4-1897)," contributor to <i>MP</i> (1866), author of fiction and non-fiction 1848-1885","  The daughter of the Rev. Henry Bellairs, Rector of Bedworth, Warwickshire, she lived in Bournemouth for the latter part of her life."
137,Bennett, Henry, The Rev., , , , (1795-1874), Rector of Sparkford," He married (1821) Emily Moberly, daughter of Edward Moberly of St Petersburg and sister of Rt. Rev. George Moberly [LG 1906]"
138,Bennett, , Miss, , , , (fl.28 Oct 1844),"She was possibly a member of the Bennett family of Sparkford, cousins of the Moberlys, evidently living near Otterbourne.

The Miss Bennett, known to Louisa Catherine Palmer, who had eye trouble in 1864, might be the same person, or not.",
139,Benson, Arthur Christopher, The Rev., , , , (1862-1925)," writer, son of Archbishop Benson, contributor to <i>MP</i> (1896)",
140,Benson, Edward White, The Rt. Rev., , , , (14 July 1829-11 Oct 1896), Bishop of Truro and later Archbishop of Canterbury,
141,Benson,  Mary Eleanor, , , , , (1863-1890)," contributor to <i>MP</i> (1889-90), social worker, daughter of Archbishop Benson",
142,Beresford, John Jervis, , , , , , contributor to <i>MP</i> (1891), He also published verse (1887).
143,Berger, Janet Sinclair, , (Colquhoun), , , (1843-1931)," contributor to <i>MP</i> (1898, 1899)"," She published an anthology of devotional material (1893). She was daughter of John Colquhoun (1805-1885) and sister of the novelist Lucy Bethia (Colquhoun) Walford, who also contributed to <i>MP</i>; she married the Rev. Arthur Hastings Berger (1845-1934). "
144,Berthon, Edward Lyon, The Rev., , , , (1813-1899), Vicar of Romsey and inventor of the screw propeller,  He married in June 1834 and his wife died in 1865;  he was a friend of the Rev. C. A. Johns;  neither his ODNB entry nor his <i>Retrospect</i> shed any light on the scandal described by CMY.
145,Berwick,  John, , , , , , contributor to <i>MP</i> (1897), He is probably the novelist of that name.
146,Best, Aline Grefil, , , , , , contributor to <i>MP</i> (1892-7),
147,Best, , Miss, , , , (fl.19 Aug 1865)," perhaps a housekeeper, a nurse or a relation",
148,Bigg, Alethea, , , , , (1777-1847)," friend of Jane Austen, aunt of Sir William Heathcote",  She was a member of the Bigg Wither family;  other members are listed under Wither.
149,Biggs, Louis Coutier, The Rev., , , , (1840/1-1903)," Rector of Chickerell, hymnologist, contributor to <i>MP</i> (1867,1871)",
150,Bindloss, Harold, , , , , (1866-1945)," journalist, novelist of empire, contributor to <i>MP</i> (1899)",
151,Bird, Mina, , , , , , contributor to <i>MP</i> (1876-7)," Possibly a pseudonym, no COPAC entries."
152,Birkett, George William, The Rev., , , , ," Vicar of St. Florence, Pembrokeshire, contributor to <i>MP</i> (1887)",
153,Birley,Caroline, , , , , (1851-1907)," author of children\'s fiction 1880-94, contributor to <i>MP</i> (1883-6)","Her works are often commended by CMY in \'Hints on Reading\'.  She was a keen amateur geologist who bequeathed her collections to the British Museum.  [obituary <i>The Times</i> (28 February 1907) 10;  others in science journals]

She is therefore unlikely to be the Miss Birley lending CMY Salverte\'s book on names in 1864, when she would have been rather young."
154,Birley, ,Miss, , , , (fl.1864), lender of Salverte’s <i>History of the Names of Men</i> in 1864,Probably not Caroline Birley (1851-1907) who seems too young.  
155,Biss, , Mrs, , , , (fl.1861)," perhaps the wife of a missionary to NZ and friend of JC Patteson, taking <i>The Daisy Chain</i> out to him",
156,Bishop, Matilda, , , , , (b. Great Bookham 1831/2), elementary school teacher," She was a widow in Otterbourne at the time of the 1881 census.  Her husband, a ship’s steward, was at sea in 1871.  However this may be a different couple."
157,Bjornson, Bjornsterne, , , , , (1832-1910)," Norwegian novelist and Nobel prizewinner, contributor to <i>MP</i> (1867)",
158,Black, Clementina Maria, , , , , (1853-1923)," social worker, activist and novelist, contributor to <i>MP</i> (1895)",
159,Blackburn,Jemima, ,(Wedderburn), , , (1823-1909), artist and naturalist,"Jemima (Wedderburn) Blackburn (1823-1909), a Scottish naturalist and painter, met CMY through [[person:1252]Frederic Rogers] (1811-1889), later Lord Blachford, a Devon Tractarian who was married to her cousin Georgina Colvile (d.1900). Blackburn’s memories of CMY are printed in Robert Fairley, <i>[[otherbook:63]Jemima: Paintings and Memoirs of a Victorian Lady]</i> (Edinburgh : Canongate, 1988), 128:  ‘Charlotte Yonge was a friend of the Rogers and was asked to stay while I was visiting them. It was a very small house and we were lodged in two little garrets next one another, and used to brush out our hair together before going to bed, and so soon became friends. She was very good looking with dark hair and fine eyes, spoke pleasantly and was a little above middle height. We talked of many things. I found her not at all formidable, as one feared she might be, being so well informed; one might almost say learned.  . . . I kept up the friendship as long as she lived, and got a good many letters from her while I was illustrating her books.’   She married Hugh Blackburn, Professor of Mathematics at Edinburgh University. 

Jemima Blackburn discovered the habits of the cuckoo."
160,Blackburne, Gertrude Mary Ireland, , , , , (13 May 1861-28 November 1951), journalist and church worker," Daughter of John Blackburne of Chester, wine merchant, and Mary Buchanan, she was co-editor of <i>The Churchwoman</i> (1897-1905) assistant editor of <i>The Sign</i> (1905-50) and contributor to <i>MP</i> (1889-1898).  It appears that her family may have originally used the spelling Blackburn. [WWW; wills index]"
161,Bliss,Sophia, ,(Bell), , ,(b.1800/1-after 1861),widow of the Rev. Philip Bliss,"The NLS catalogues this letter as addressed to the wife of the Rev. Dr. Philip Bliss (1787-1857), antiquary and editor, who was keeper of the Oxford University archives.  It appears that the Mrs Bliss to whom it was addressed was about to travel to New Zealand."
162,Bromfield,Mary Elizabeth,,Mills, , ,1824/5-1888,contributor to <i>MP</i> ,"The identity of this person is slightly puzzling, though CMY called her one of \'my crack authors\'. 

The most likely candidate seems to be Mary Elizabeth (Mills) Bromfield (Harrow 1824/5-1888 Newton Abbot), daughter of the Rev. Dr William Mills, master of Exeter Grammar School, in 1861 living with an engineer brother in Canterbury.  She married (Canterbury 23 Sept 1862) the Rev. Henry Bromfield, Vicar of Blockley, and was living with him there 1871. In 1881 she was a widow with an aged spinster sister-in-law at Fladbury House, Pershore, the address with which she corresponds with <i>MP</i>.  She was probably the Mary E. Bromfield, author of SPCK tales, <i>Female Christian Names</i> &c., in COPAC. 

Another possibility is that she is also the contributor to <i>Biographies of Good Women</i> described as ‘the author of Magdalen Stafford’. That novel, <i>Magdalen Stafford, or, A Gleam of Sunshine on a Rainy Day</i> (1857) and the same author’s <i>The Home Life of English Ladies in the XVII  Century</i> (1860), may be Mrs Bromfield’s work.  
"
163,Blunt, Emily, , , , , ,  teacher at Miss Finlaison’s school,
164,Blunt, Susanna, Lady, (Nelson), , , (1829/30-8 April 1900), ," She was daughter of the 2nd Earl Nelson, who changed his name from Bolton on succeeding his uncle in 1835,  and sister of the 3rd Earl Nelson. She was therefore related to Alexander Montgomery Moore.  At a fairly advanced age she married (27 June 1865) the Rev. Canon Alexander Colvin Blunt.  She was the president of the GFS in Winchester diocese in 1878.  Her mother and CMY’s had been friends.  [PB Blunt Bt. Nelson E]"
165,Blyth, George Francis Popham, The Rt. Rev., , , , (1832–1914), Bishop of Jerusalem and the East, He  had founded the Jerusalem and the East Mission Fund in 1890.
166,Boger,Walter Deeble, , , , , (b. 15 Feb 1832), landowner," He was a member of a gentry family living at Wolsdon, Antony, Cornwall, where they were presumably known to the Yonges of Puslinch and Antony. [LG 1906]"
